Case #1: Impossible
23 27 26181
2 17 28547
26 25 29584
24 31 30121
29 23 30332
1 5 32528
22 10 33132
23 11 38321
10 23 39864
29 22 42664
17 1 44284
24 3 45071
14 5 45440
12 30 46789
2 5 48315
4 10 51189
1 11 52813
5 4 53913
16 31 56385
27 29 56513
29 14 58885
3 28 60053
29 28 60342
4 29 60721
11 27 64502
8 22 65174
1 9 65790
19 13 67630
2 11 68600
29 11 68653
5 23 69249
4 16 70378
19 26 72779
23 22 72996
25 27 75105
31 18 75173
2 12 75812
17 5 76812
9 22 76924
7 12 77006
14 25 77477
3 13 78083
9 10 80488
20 10 80735
19 7 81040
27 16 81223
9 2 81577
6 12 82717
7 9 82771
26 12 82810
14 16 83595
26 24 85057
5 11 85341
25 18 85454
4 30 85996
1 4 86441
24 16 86506
12 20 87068
27 2 87840
13 10 87904
6 9 88482
9 26 88575
4 31 89612
20 16 89901
13 1 90056
2 14 90212
29 20 90267
28 23 90674
12 5 92553
9 20 92833
4 26 93844
31 11 93888
8 27 94076
22 27 95166
26 16 96250
14 8 96448
13 18 96690
27 30 96841
19 6 97610
9 5 98318
4 2 98685
27 18 100011
25 3 100544
8 28 101916
25 19 102363
14 31 102829
14 13 102968
12 17 104309
27 26 104689
3 29 104970
5 10 105102
28 24 105124
2 13 105843
8 12 106765
1 30 106814
23 16 107404
28 1 108086
23 13 108704
23 20 109018
19 3 109653
17 9 110074
11 8 110227
22 11 111317
4 13 111441
12 25 112394
20 8 112777
11 12 112838
20 22 113867
10 3 114502
18 26 115038
25 10 115449
27 28 116855
30 22 117948
25 9 118159
11 9 118603
14 17 118759
28 14 119227
19 10 119474
24 4 119733
23 9 120352
22 13 121036
16 21 121058
28 4 121063
17 23 121355
10 30 121512
10 16 121567
30 2 122601
2 29 123140
1 20 123510
30 7 123795
16 5 124291
25 29 124981
28 9 125746
12 4 125912
4 17 127232
31 19 127715
11 28 128995
6 30 129506
7 28 130640
10 1 130998
30 29 131044
16 29 131099
1 22 131184
16 3 131577
9 4 131677
4 20 131924
10 2 132672
20 30 133857
13 31 134287
25 22 134800
27 20 135199
12 27 135621
23 21 136973
7 1 137031
8 5 137144
18 6 137209
14 20 137571
12 14 137993
2 20 139297
30 5 139342
21 18 139846
10 18 140355
26 13 140409
31 10 140801
1 6 142742
13 11 142869
18 5 143079
31 9 143511
5 31 143525
9 14 143758
13 25 144568
26 10 145033
19 16 145532
11 16 145725
31 1 146701
2 22 146971
5 26 147757
7 22 148165
7 13 148670
26 11 148824
29 24 150041
3 18 150365
20 28 150609
1 25 150701
30 17 151098
1 21 151465
29 17 151687
10 7 151729
25 28 151963
28 17 152370
22 19 152606
2 7 152818
8 30 153554
26 7 153819
22 6 153876
22 26 153969
19 24 154291
22 16 154699
19 12 155589
6 16 155997
30 16 156374
25 20 156567
23 24 156759
16 1 156819
19 1 157686
2 6 158529
10 24 159573
30 11 159627
6 7 159723
22 31 160152
30 13 160270
7 29 161261
19 9 161354
27 3 161483
2 25 162945
8 1 163040
14 3 163855
20 7 164074
18 19 164320
11 18 164513
2 8 164714
4 3 164804
19 4 166623
6 29 166972
2 21 167252
21 29 167305
20 17 167794
13 20 167803
2 16 169063
5 7 169559
27 6 169625
6 20 169785
26 20 169878
8 18 172397
18 22 173487
24 5 173646
21 4 173999
5 6 175270
18 1 175607
20 24 176407
21 10 176837
8 26 177075
31 21 177443
30 28 178300
11 19 178595
2 3 179017
7 17 181315
9 16 182734
7 25 183403
30 21 184704
3 9 185799
17 8 187112
26 17 187119
18 2 187851
6 3 188197
6 8 189482
11 7 189844
22 24 190273
31 17 190985
25 17 191492
6 25 195111
20 3 195237
11 6 195555
23 6 195806
17 16 197610
20 19 200209
19 30 202378
4 7 202918
24 30 205729
22 21 209969
12 21 211490
6 31 212382
7 14 214999
17 18 216398
21 28 216990
21 9 217255
17 24 221106
16 7 226572
6 24 233268
24 7 235331
3 30 236014
15 7 271752
6 21 277055
7 21 288496
15 27 296074
15 14 298446
29 15 352587
15 11 360576
16 15 377297
15 2 383914
8 15 390150
18 15 396085
15 31 396531
15 24 417785
21 15 459228
Case #310: Impossible
Case #311: 176
33 9 282
33 4 30500
32 15 38177
1 33 45230
11 35 54903
35 28 62514
8 31 69208
32 34 74350
9 37 74668
1 8 84267
32 6 88915
29 5 90907
24 35 93012
32 18 94485
6 1 99164
17 3 102933
9 32 103812
14 8 106263
15 36 107616
33 31 108245
30 4 108886
21 1 115130
35 22 115465
18 31 115487
19 14 126473
6 15 127092
29 8 130604
29 23 133028
30 9 139104
15 33 141624
33 6 144394
6 9 144676
14 9 145018
31 22 146053
10 37 147459
32 1 149324
28 2 149764
22 30 154401
18 30 156381
32 5 157101
9 19 157811
19 33 158093
9 21 160642
15 23 161045
33 29 169641
2 31 170517
13 4 171534
4 15 171560
7 8 171948
11 31 172797
6 4 174894
30 8 177859
28 22 177979
23 31 181291
36 1 183153
6 18 183400
25 27 184008
11 18 187511
10 2 193650
34 26 201264
12 26 202731
1 19 203323
27 29 204355
3 38 204662
34 10 206156
30 31 209424
38 29 209943
3 31 210463
35 38 210513
7 9 210703
28 32 211608
15 30 212689
2 26 213770
29 37 214254
31 7 217979
7 18 218227
27 16 220056
24 14 222316
23 24 222322
3 15 222379
19 39 222885
1 13 224471
30 36 226987
35 31 227700
30 38 228816
30 19 229158
21 3 230443
27 15 232372
38 14 234730
36 13 235386
22 21 236375
20 13 236541
26 24 237768
18 35 242414
36 7 242434
5 13 245042
22 29 245092
3 39 245115
17 14 245929
25 26 248526
38 21 249790
30 23 250001
14 28 252814
25 23 255335
32 25 256026
34 3 258552
25 20 260394
23 2 261066
35 32 261192
26 9 261629
14 35 261896
19 24 266377
2 11 267181
38 27 268496
26 6 268842
32 27 270549
20 18 270672
38 5 273289
29 28 277802
28 36 281047
3 13 281459
6 30 283780
39 24 283926
23 11 286628
7 13 288975
21 20 299407
24 7 302081
27 6 302889
10 20 307993
37 20 310522
20 22 311587
39 30 311605
5 7 314529
35 19 315191
5 28 315699
25 39 316939
16 34 317301
25 2 317870
30 27 321328
37 23 321688
11 26 326463
20 3 332218
12 1 341922
26 19 341930
16 37 344659
16 22 345724
20 23 346756
17 39 348048
17 11 351114
26 38 351341
38 20 352860
16 11 352887
37 3 355451
22 3 356516
12 36 356541
38 16 359139
25 9 359838
29 12 362040
1 27 363295
14 12 363918
28 25 365501
24 21 367291
22 12 372143
20 30 374958
12 19 376711
5 26 378842
4 25 382825
11 3 383260
17 13 384392
16 35 407790
12 6 411627
30 12 435514
30 25 450684
12 3 456087
12 28 470997
17 12 512890
Case #312: Impossible
Case #313: 208
28 4 1917
23 10 9050
4 7 10287
27 4 13440
20 30 26403
20 10 34783
34 30 40031
20 23 43833
32 17 46850
18 23 57175
18 10 66225
18 30 74605
30 27 77311
7 30 80464
30 21 81169
34 8 84937
3 8 85134
28 20 85614
21 10 89549
4 30 90751
20 7 93984
23 27 94741
23 7 97894
20 8 98565
18 20 101008
31 29 106685
6 33 106698
26 20 107047
23 4 108181
14 20 108451
26 22 108642
12 25 109497
23 28 110098
17 16 112682
30 26 114101
20 29 116125
8 31 124245
8 30 124968
20 2 126398
27 22 126464
22 13 128341
9 7 130186
9 4 132561
24 19 136888
33 3 139662
34 2 140026
30 29 142528
31 20 150299
27 6 151965
10 13 153489
17 21 153767
20 15 154149
33 34 154434
4 8 155006
18 7 155069
18 21 155774
8 28 156923
27 21 158480
29 23 159958
28 6 161016
2 10 161181
1 33 163406
22 3 164336
31 3 165477
29 5 165939
28 18 167273
20 12 167683
33 20 168062
2 23 170231
4 21 170996
13 25 175878
17 25 179066
32 10 181317
5 8 183499
25 10 183586
13 11 185325
27 29 186006
26 18 188706
10 15 188932
33 28 192567
11 2 193017
21 26 194346
8 22 195385
8 9 195954
23 15 197982
18 8 199573
12 18 200364
33 18 200743
27 19 201222
14 7 202435
34 9 202630
22 30 203775
33 27 204090
28 13 204320
9 30 204344
15 32 205837
21 8 206137
31 4 206740
8 14 207016
31 27 208278
14 21 209224
15 4 210590
23 12 211516
28 15 212507
9 10 212724
10 19 213715
2 19 215213
22 20 215689
8 13 217271
22 23 221205
9 23 221774
14 25 224112
33 8 224796
2 8 224963
25 29 225362
2 33 226453
12 2 226462
13 14 227157
17 9 227172
32 2 227493
3 23 227532
34 6 229168
2 26 229291
32 27 230665
26 1 232811
27 11 232811
26 15 233940
23 17 237217
33 5 238027
20 6 240012
3 4 240140
3 28 242057
23 6 242186
24 30 244987
4 11 246251
10 11 252712
18 15 255157
15 33 261099
11 23 261762
24 23 262417
15 14 262600
9 5 263270
6 22 263353
6 9 263922
31 33 264949
12 31 265328
28 17 265438
7 1 266448
27 1 269601
11 26 269601
22 14 271649
1 18 271755
14 9 272218
7 17 273808
2 17 274343
21 12 275255
10 5 275323
33 21 275634
28 24 276942
22 18 278380
18 9 278949
32 12 280165
3 21 284139
34 11 284363
23 5 284373
9 31 285079
9 21 285513
21 19 286504
8 24 289893
3 14 292150
18 17 294392
25 15 295045
26 24 296241
18 6 299361
6 21 303722
29 24 307453
22 16 310966
4 16 311246
5 6 312655
15 24 312902
31 24 316752
24 14 327035
6 2 333151
16 26 334596
4 5 338505
2 1 339892
13 6 340843
2 24 344982
14 17 347842
31 6 353937
16 6 356337
16 15 365369
31 16 369219
11 8 369300
29 1 370642
11 14 372387
11 6 384776
1 8 388202
5 13 389087
17 11 389842
21 1 391825
11 19 396529
5 1 401433
33 11 408157
24 17 414202
31 11 421034
5 16 452223
5 11 511275
Case #314: 37
10 3 55863
4 6 59057
1 4 60116
9 4 91944
2 4 131984
4 3 140002
10 6 143196
11 2 147524
6 9 151001
1 9 152060
2 3 160461
10 9 176083
12 7 176839
2 6 191041
7 2 191977
1 3 200118
3 9 231946
8 1 244604
6 8 245663
11 10 252122
11 12 270417
2 8 281372
8 4 304720
11 3 307985
6 11 338565
2 12 368816
6 7 383018
12 6 430842
1 12 431901
9 5 455919
7 8 473349
10 12 473414
3 12 529277
4 5 547863
5 6 580331
5 3 678766
5 8 799677
Case #315: Impossible
Case #316: 163
38 29 15923
34 14 18270
23 2 19368
1 23 30798
19 16 41327
31 17 49034
17 1 49689
32 25 75705
36 23 81486
11 29 85123
28 32 90266
35 18 93797
2 17 99855
2 36 100854
2 25 113710
18 33 116407
29 15 135530
25 11 135610
32 1 139249
14 23 139326
38 28 143277
28 18 145789
31 2 147477
4 5 154669
13 11 156589
12 23 158124
2 14 158694
16 22 159997
36 28 161267
30 24 163300
32 23 170047
1 14 170124
17 15 170750
28 15 171456
33 35 173334
7 9 180984
25 15 186017
2 32 189415
4 17 194154
8 2 195540
22 36 195600
12 11 199392
33 8 199710
12 29 205697
1 26 205712
25 22 208456
33 34 209456
28 24 209759
10 29 209888
17 24 210465
16 33 210911
25 34 215398
6 29 218906
31 15 219784
11 2 220198
1 27 223158
30 35 229508
6 38 234829
26 23 236510
37 17 242058
31 22 242223
4 1 242431
29 20 242432
37 28 242764
28 21 246091
26 32 246995
31 34 249165
36 32 251533
1 35 251699
16 30 260709
31 14 267435
31 21 270455
22 12 272238
17 13 276932
14 30 277524
9 12 277591
1 9 279826
36 11 282316
22 32 284161
10 35 285250
27 25 286702
29 3 292532
14 20 293387
17 6 293393
11 9 296483
30 29 304870
27 22 306474
3 38 308455
4 27 309976
18 30 313077
10 13 315981
8 18 316117
3 31 317448
26 19 317694
20 35 317794
33 36 322125
38 16 324806
13 31 325966
13 1 326621
16 18 327318
19 15 332421
25 5 333556
11 14 340156
20 5 340803
37 2 341913
18 14 344133
27 15 346070
1 7 346548
4 26 350177
22 26 350624
3 30 352984
13 12 355981
35 26 358033
24 15 359282
19 35 363681
6 8 367660
19 24 370724
36 6 371276
23 6 373880
5 3 380532
23 20 380800
1 10 386225
29 7 392344
11 27 393190
6 2 393248
14 10 396064
37 4 396575
21 19 397558
26 37 398081
19 37 403729
7 38 408267
7 25 410092
18 7 410779
4 8 411029
14 4 412555
30 31 415766
30 5 419512
10 9 421248
10 6 428794
26 9 429563
13 19 435767
2 10 436391
37 9 441993
5 2 447266
7 13 452413
20 9 453792
7 15 454976
21 6 455919
30 32 457704
27 5 464645
4 9 467694
5 36 472163
35 27 474097
24 10 478593
4 3 486065
6 14 508757
27 37 514905
22 5 517205
13 37 518642
10 22 531137
37 6 535451
7 10 572488
4 7 574480
Case #317: 464
7 22 6325
29 35 12226
26 8 12556
18 10 12751
14 12 14155
14 2 18421
2 17 18591
10 4 20097
27 30 22190
1 45 23186
36 30 23474
5 7 25013
26 9 26638
38 9 27338
24 33 27734
26 7 28602
28 17 29206
5 22 31338
12 34 31918
4 18 32848
23 2 34161
22 26 34927
36 40 35877
34 2 36184
1 6 36996
40 27 37161
8 7 41158
28 12 43531
18 21 45427
41 8 45464
34 17 46243
22 24 46605
9 7 47367
28 2 47797
23 10 48692
17 8 48956
12 26 50725
6 39 51511
27 41 51843
14 23 52582
31 43 52624
41 36 53127
26 5 53615
26 38 53976
2 26 54991
14 20 55278
17 20 55448
35 5 55495
16 12 57999
41 26 58020
39 10 58354
3 9 58656
6 43 59259
3 7 60620
32 6 61972
2 16 62265
16 32 63158
26 28 65606
38 8 66532
13 41 66608
35 14 66765
16 18 66887
22 3 66945
33 4 67489
2 8 67547
16 45 67663
18 41 67800
7 33 68014
29 7 68282
10 19 68287
17 3 68418
24 26 68882
26 20 70118
23 34 70345
10 6 70994
14 11 71114
30 11 71286
32 41 71529
16 17 72324
5 9 72380
34 20 73041
8 42 73044
14 40 73651
40 17 73821
2 32 73831
8 34 73926
22 33 74339
7 38 74705
28 34 75449
27 16 76366
19 32 77309
14 8 77436
32 12 78097
21 4 78275
4 39 78451
19 18 81038
27 13 81181
10 11 81406
8 24 81438
37 4 81764
12 18 81826
22 32 83060
32 29 83688
11 40 83689
10 15 84127
30 6 84167
29 12 84283
25 5 84484
34 35 84528
28 20 84654
2 35 85186
12 11 85269
7 18 85656
44 4 87396
24 42 87807
25 12 88336
4 19 88384
39 1 88507
23 21 88826
34 11 88877
41 40 89004
26 23 89152
2 11 89535
2 22 89918
3 41 90038
32 11 90428
30 22 90467
1 16 90849
34 40 91414
19 7 91486
13 10 91660
34 25 91944
22 10 92082
35 18 92185
39 31 92331
17 32 92422
33 5 93027
32 15 93149
11 18 94157
10 43 94678
9 42 94894
11 45 94933
24 4 95223
6 36 95741
30 13 96261
22 34 96297
33 32 96608
27 12 96657
29 34 96754
20 9 96756
18 15 96878
32 37 97868
16 30 98556
29 17 98608
32 1 98968
31 23 98999
17 11 99594
5 38 99718
41 4 100648
16 28 101530
18 37 101597
8 23 101708
20 3 102136
2 4 102950
43 19 102999
26 27 103204
32 43 103700
12 5 104340
38 12 104701
35 10 104936
22 40 105438
41 39 106025
37 30 106462
39 23 107046
43 18 107429
8 33 107512
29 9 108517
2 5 108606
26 16 108724
12 41 108745
35 26 109110
14 36 109528
16 40 110959
17 27 110982
45 14 111507
45 39 111693
40 7 111763
38 41 111996
13 8 112072
39 16 112490
26 6 112534
15 27 112926
18 8 113264
18 28 113300
14 37 113509
30 9 114311
2 30 114581
4 43 114775
24 27 114882
5 34 114985
38 24 114985
24 10 115320
34 38 115346
33 42 115541
13 40 115774
24 36 116166
19 23 116979
27 23 117576
23 7 117754
25 39 117828
27 43 118159
5 14 118495
7 4 118504
28 10 118593
31 10 118662
12 30 118847
14 38 118856
34 41 119390
45 43 119441
43 36 119443
27 18 119643
30 3 119691
26 19 120088
18 44 120244
25 4 120366
29 1 120516
36 18 120927
3 23 121170
30 5 121805
42 27 122129
25 38 122394
5 4 122420
41 14 122900
32 27 123372
42 36 123413
5 10 123420
13 14 123710
5 20 123733
38 20 124094
13 26 124628
36 32 124656
22 21 124758
38 23 125062
16 6 125130
3 35 125339
21 29 125386
7 45 125446
18 45 125883
24 18 125936
37 40 125975
20 11 126392
23 25 126763
12 42 126854
24 41 126902
21 12 127253
12 37 127664
32 31 127684
11 13 127709
20 36 127964
35 42 128035
16 41 128209
32 40 129061
10 36 129218
11 43 129232
20 27 129248
45 34 129270
20 25 129459
45 2 129928
24 34 130252
27 10 130502
25 30 131035
37 34 131272
18 31 131413
15 33 131519
34 42 131671
28 25 131867
43 21 132140
8 19 132644
30 20 132679
18 42 133183
10 25 133925
28 24 134488
1 14 134693
37 26 134829
15 14 134944
16 9 135362
31 22 135536
13 15 135593
6 2 135803
4 34 135840
26 11 135994
33 23 136278
3 36 136506
40 5 136776
21 13 136823
40 9 136859
30 24 137072
7 16 137326
37 23 137538
13 12 137865
31 4 138759
9 19 138853
42 19 139013
33 13 139052
9 6 139172
19 6 139281
19 33 139520
11 21 139584
39 11 139760
20 4 139807
12 6 140069
43 30 140349
3 16 140742
42 14 141009
21 14 141408
34 13 141473
21 17 141578
38 30 141649
45 4 141896
3 40 142239
39 15 142481
24 1 142540
41 29 142597
27 33 142616
5 23 142767
30 21 142880
43 23 143370
6 11 143553
27 45 144029
42 30 144319
6 3 144552
12 33 145681
10 9 145774
15 37 145794
16 13 145796
42 10 145934
11 8 146403
8 25 146846
39 36 147252
39 27 148536
12 1 148848
17 6 148934
38 27 149043
15 12 149099
36 4 149315
22 13 149458
1 9 149627
2 33 149947
13 39 150014
36 38 150327
19 2 151140
15 44 151426
31 17 151751
19 3 152106
17 13 152190
19 15 152414
34 1 152456
6 15 155121
43 40 155320
23 44 156185
33 34 156326
17 19 156488
13 3 156646
6 20 157540
40 4 158180
33 6 158580
15 45 158763
44 13 158959
43 8 159237
15 24 159253
42 40 159290
22 37 159659
26 21 159685
29 19 159768
14 33 159836
13 19 159947
38 4 160330
33 28 160562
37 29 160915
37 9 161467
25 1 161731
45 23 161824
11 9 162632
38 16 162700
35 13 162940
15 17 163424
7 37 163431
24 11 163978
38 40 164197
41 15 164678
33 30 164806
35 31 165335
45 24 165726
42 4 166031
25 43 166152
36 21 166354
38 6 166510
29 44 166547
45 20 166785
3 37 166847
31 5 166874
1 37 168319
20 37 168787
33 11 168992
37 44 169160
19 37 170148
33 1 170274
31 26 170463
27 31 170783
42 11 171225
19 44 175780
22 15 176209
39 28 176947
35 30 177300
25 33 177511
43 2 177531
13 5 178243
13 38 178604
42 21 178610
40 45 178622
43 15 178805
3 4 179124
15 28 180646
11 31 181856
15 1 181949
15 7 182534
43 42 183826
25 15 184396
13 42 185116
3 43 185638
19 20 187997
44 41 188044
40 31 188390
37 5 188444
11 44 188899
9 31 189228
11 38 189970
1 28 190311
44 2 190346
43 37 190582
40 19 190599
45 37 191505
21 3 191703
42 37 195317
39 3 196063
17 43 196122
44 22 199575
25 19 200983
42 39 204288
14 44 205473
44 7 205900
25 44 207762
8 15 210142
13 31 210322
37 31 220523
28 44 226086
15 9 226462
20 44 227203
15 42 230061
3 15 231842
36 44 236711
44 40 245576
44 38 247726
44 3 266520
Case #318: 350
19 21 1827
11 4 21402
26 24 25330
20 19 26019
4 27 29304
22 19 34003
22 7 35155
21 22 35830
1 30 36374
13 16 38306
30 4 41559
22 5 44187
24 9 44499
4 13 45956
22 1 47066
13 23 49767
4 21 50480
27 11 50706
20 5 55665
10 20 57826
6 30 57908
22 23 58613
12 23 59591
22 20 60022
16 11 62860
8 20 64648
20 14 65377
23 4 66386
24 21 66442
19 24 68269
26 9 69829
11 8 70389
12 1 71138
11 21 71882
11 19 73709
10 28 74080
4 20 74672
6 22 74804
20 7 75045
27 13 75260
12 4 76323
24 11 76490
1 4 77933
5 19 78190
5 7 79342
21 27 79784
17 24 80880
1 19 81069
14 2 81554
19 27 81611
21 10 82018
1 7 82221
16 12 82623
6 13 82848
21 1 82896
30 22 83440
4 7 84219
16 4 84262
4 3 84577
7 3 84950
9 23 85316
11 1 85868
22 4 86310
16 23 88073
21 8 88840
6 21 90502
20 24 90634
19 8 90667
5 1 91253
19 14 91396
26 21 91772
4 8 91791
30 21 92039
19 23 92616
6 12 92672
6 17 93462
26 19 93599
19 30 93866
15 7 94191
23 21 94443
13 8 94943
23 27 95690
20 11 96074
13 21 96436
7 30 97557
11 12 97725
4 24 97892
13 19 98263
6 4 99467
1 16 99620
24 3 100539
24 13 101044
15 21 101580
26 4 103836
20 27 103976
10 13 104443
11 7 105621
12 27 105627
11 3 105979
17 26 106210
20 1 107088
11 6 107402
11 22 107712
13 22 108380
29 2 109243
9 4 109574
17 19 110064
3 5 110460
15 9 110920
21 9 110941
25 28 112030
9 19 112768
16 30 112900
27 7 113523
27 16 113566
6 20 114694
20 26 115964
10 3 116115
30 20 116231
31 24 116659
24 7 117295
6 9 118397
20 23 118635
5 6 118991
30 31 120080
5 8 120313
20 13 120628
9 11 120989
5 14 121042
8 27 121095
16 6 121154
10 8 122474
13 7 122497
8 3 122937
10 14 123203
22 8 124670
23 3 124886
12 9 124946
17 9 125379
14 22 125399
26 3 125869
3 30 126136
13 26 126374
23 17 126543
21 12 126803
22 26 127602
27 6 128771
10 11 128997
23 24 129815
13 28 129906
8 14 130025
5 4 130337
13 3 130533
5 15 133053
7 17 133111
27 26 133140
16 8 133249
8 30 133350
15 6 133840
16 21 134742
12 14 135091
20 9 135133
3 15 135677
17 20 136083
13 18 136161
19 16 136569
1 17 138090
27 9 138878
24 16 139350
8 7 139693
14 9 139901
14 4 140049
1 24 141362
26 31 141989
26 7 142625
16 10 142749
15 14 142765
9 22 143929
22 17 144067
8 23 144710
23 31 144907
3 9 145038
30 26 145395
24 5 146299
16 22 146686
24 8 146879
2 20 146931
28 7 149505
12 20 150995
30 17 151370
11 5 151739
4 15 152060
13 5 152567
23 10 154210
31 14 154330
23 26 155145
8 1 156257
6 24 156944
11 17 157370
28 19 157925
21 25 157948
27 5 158014
7 9 158046
20 16 158934
25 19 159775
18 11 160715
7 16 160803
3 12 160900
9 31 161158
4 31 161639
10 27 161802
4 17 162371
26 16 164680
10 1 164914
26 1 166692
12 8 168114
16 28 168212
16 3 168839
14 27 169353
24 12 169445
14 30 169855
2 21 171123
17 25 171521
14 1 172465
6 10 172520
16 9 173389
11 15 173462
10 26 173790
10 30 174057
28 4 175862
2 30 176196
13 17 176310
8 6 177791
12 10 179416
28 23 179673
26 12 180159
15 26 180749
14 26 181341
31 21 181354
15 27 181364
18 4 182117
6 26 182274
31 19 183181
23 14 184012
18 21 184381
28 22 184660
12 17 186134
30 18 186559
28 5 187571
9 5 188116
17 5 188254
6 28 189154
25 5 189421
3 28 190195
29 14 190797
27 31 190943
28 1 191220
17 27 191675
30 15 191748
13 31 194674
28 8 196554
14 28 197283
1 18 197475
17 31 197539
13 15 198016
25 8 198404
25 14 199133
11 25 200163
17 8 200731
23 2 201023
29 1 201418
17 14 201460
2 5 202596
31 22 203520
30 28 204500
2 10 204757
31 20 205546
22 2 206953
4 25 208428
18 20 208573
7 25 208801
15 28 209294
2 12 210960
25 15 211144
27 18 211421
8 2 211579
18 10 212149
29 23 212965
31 3 215451
31 7 217637
15 12 217655
14 16 217714
16 25 218283
18 3 218478
29 19 218824
6 18 219009
28 24 220040
18 22 220211
2 9 221455
2 7 221976
29 9 223757
2 15 224319
24 25 224390
29 30 227235
25 23 229744
6 2 234104
18 7 235234
2 31 235884
15 16 236322
24 18 237205
24 2 237565
27 25 237732
1 25 240844
29 6 246046
2 27 247059
25 6 248450
29 5 248470
22 29 248484
26 25 249720
